Strasse;Hausnr;;Art;Wohnlage;Wohnlagenkennwert
Altmuehlweg;061;-099;U;gut;2,628
Altmuehlweg;106;-128;G;gut;2,697
Altmuehlweg;130;-136;G;gut;2,665
Altmuehlweg;138;-144;G;gut;2,604
Altmuehlweg;146;-150;G;gut;2,575
Altonaer Poststrasse;003;-015;U;normal;-7,424
Altonaer Strasse;001;-   005c;U;normal;-5,513
Altonaer Strasse;008;-010;G;normal;-5,219
Altonaer Strasse;026;-066;G;normal;-4,161
Altrahlstedter Kamp;002;-010;G;normal;-3,704
Altrahlstedter Kamp;005;-007;U;normal;-3,594
Altstaedter Strasse;001;-009;U;normal;-1,187
Altstaedter Strasse;002;-010;G;normal;-1,261
Altstaedter Strasse;011;-023;U;normal;-1,477
Altstaedter Twiete;001;-004;S;normal;-1,297
Altwiedenthaler Hoehe;001;-037;U;gut;1,764
Altwiedenthaler Hoehe;002;-010;G;gut;1,784
Altwiedenthaler Hoehe;012;-026;G;gut;1,165
Altwiedenthaler Strasse;001;-003;U;normal;-11,425
Altwiedenthaler Strasse;002;-036;G;normal;-6,361
Altwiedenthaler Strasse;002a;-   002a;G;normal;-10,879
Altwiedenthaler Strasse;005;-015;U;normal;-11,501
Altwiedenthaler Strasse;019;-061;U;normal;-5,755
Altwiedenthaler Strasse;038;-052;G;normal;-5,654
Altwiedenthaler Twiete;001;-002;S;normal;-5,908
Alversloweg;001;-025;U;gut;2,483
Alversloweg;002;-040;G;gut;2,233
Alwin-Lippert-Weg;004;-016;G;gut;1,678
Alwin-Lippert-Weg;005;-029;U;gut;1,762
Am ?berwinterungshafen;006;-006;G;normal;-8,665
Am Abhang;003;-015;U;gut;5,178
Am Alten Gericht;001a;-   001a;U;normal;-4,417
Am Alten Gericht;001b;-010;S;normal;-4,339
Am Alten Gericht;002a;-   002c;G;normal;-4,467
Am Alten Posthaus;014;-   018b;G;gut;-0,056
Am Alten Posthaus;022;-022;G;normal;-1,587
Am Alten Zoll;001;-001;U;normal;-15,646
Am Anger;002;-012;G;normal;-17,454
Am Anschuss;001;-045;U;gut;3,924
Am Aschenland;013;-013;U;normal;-9,808
Am Backofen;001;-036;S;normal;-2,708
Am Bahndamm;070;-070;G;normal;-20,909
Am Bahngraben;002;-004;G;normal;-22,453
Am Bahnhof;019;-021;U;normal;-11,270
Am Barls;221;-225;U;normal;-4,979
Am Barls;224a;-228;G;normal;-4,896
Am Barls;238;-260;G;normal;-5,192
Am Barls;241;-259;U;normal;-5,028
Am Barls;262;-276;G;normal;-4,854
Am Barls;263;-263;U;normal;-4,966
Am Barls;265a;-271;U;normal;-5,292
Am Baum;001;-019;U;gut;2,336
Am Baum;004;-024;G;gut;2,263
Am Baum;023;-041;U;gut;2,507
Am Baum;026;-046;G;gut;2,507
Am Baum;045;-055;U;gut;2,736
Am Baum;046a;-048;G;gut;2,704
Am Beckerkamp;002;-040;G;normal;-17,324
Am Beckerkamp;007;-037;U;normal;-12,949
Am Beedenkamp;002;-006;G;gut;6,432
Am Beedenkamp;005;-021;S;gut;6,519
Am Beerbusch;029;-029;U;gut;4,293
Am Beerbusch;034;-   050b;G;gut;4,305
Am Beerenwald;001;-024;S;normal;-0,778
Am Berner Wald;002;-007;S;gut;3,651
Am Berner Wald;008;-016;S;gut;3,690
Am Blumenacker;001a;-007;U;normal;-4,012
Am Blumenacker;002;-002;G;normal;-4,091
Am Blumenacker;004;-004;G;normal;-3,939
Am Blumenacker;006;-034;G;normal;-3,517
Am Blumenacker;009;-035;U;normal;-3,444
Am Blumenhof;001;-031;S;gut;0,895
Am Born;002;-006;G;normal;-5,639
Am Born;008;-026;G;normal;-6,138
Am Born;011;-017;U;normal;-6,070
Am Born;019;-027;U;normal;-6,404
Am Botterbarg;012;-034;G;normal;-3,305
Am Botterbarg;036;-066;G;normal;-3,729
Am Botterbarg;076;-108;G;normal;-3,319
Am Botterbarg;079;-085;U;normal;-3,516
Am Botterbarg;099a;-   139e;U;normal;-2,513
Am Brabandkanal;001;-029;S;gut;0,767
Am Bramfelder Zoll;002;-010;G;normal;-5,883
Am Bramfelder Zoll;005;-015;U;normal;-2,014
Am Bredenbek;001a;-021;U;gut;1,956
Am Bredenbek;002;-016;G;gut;1,777
Am Bredenbek;024;-024;G;gut;2,282
Am Bredenbek;033;-033;U;gut;2,508
Am Brink;001;-005;U;normal;-12,362
Am Brink;006;-014;G;normal;-10,885
Am Bronzehuegel;001;-025;U;gut;2,097
Am Bronzehuegel;002;-132;G;gut;1,430
Am Bronzehuegel;027;-059;U;gut;1,106
Am Bronzehuegel;063;-101;U;gut;1,323
Am Brunnenhof;001;-017;U;normal;-10,111
Am Brunnenhof;002;-024;G;normal;-10,109
Am Brunnenhof;025;-033;U;normal;-10,184
Am Brunnenhof;030;-044;G;normal;-9,962
Am Bruenschendiek;001;-037;S;gut;2,443
Am Buckhornwald;001a;-   021b;U;gut;4,120
Am Burgberg;002;-010;G;normal;-2,266
Am Burgberg;012;-028;G;normal;-2,102
Am Burgberg;023;-025;U;normal;-2,296
Am Callabrack;001a;-007;U;normal;-4,608
Am Centrumshaus;001;-009;U;normal;-11,820
Am Centrumshaus;002;-002;G;normal;-11,667
Am Dalmannkai;004;-010;G;normal;-1,443
Am Damm;001;-   015b;U;gut;0,103
Am Damm;008;-008;G;gut;0,596
Am Damm;010;-026;G;gut;0,381
Am Damm;017;-045;U;gut;0,068
Am Damm;028;-046;G;gut;0,008
Am Deichdenkmal;001;-007;U;normal;-3,163
Am Deichdenkmal;002;-004;G;normal;-2,622
Am Deichdenkmal;006a;-021;S;normal;-2,004
Am Diebsteich;001;-   019b;U;normal;-5,728
Am Diebsteich;033;-047;U;normal;-6,128
Am Diggen;001;-003;U;normal;-3,946
Am Diggen;002;-   040g;G;normal;-6,773
Am Diggen;005;-009;U;normal;-5,641
Am Diggen;011;-   047c;U;normal;-7,056
Am Dorfteich;003;-   011b;U;normal;-2,457
Am Dorfteich;004a;-   022b;G;normal;-1,948
Am Dorfteich;010a;-   016f;S;normal;-2,066
Am Dornberg;001;-096;S;normal;-4,077
Am Dulsbergbad;003;-007;U;normal;-17,271
Am Ehrenmal;001;-014;S;normal;-0,936
Am Eichenplatz;004;-018;G;normal;-3,757
Am Eichenplatz;007;-017;U;normal;-3,623
Am Eichenplatz;023;-023;U;normal;-2,986
Am Eichenplatz;024;-024;G;normal;-3,070
Am Eichenrehmen;001;-033;U;normal;-2,402
Am Eichenrehmen;002;-030;G;normal;-2,534
Am Eiland;001;-   005c;U;gut;6,952
Am Eiland;002;-008;G;gut;6,923
Am Eiland;009;-009;U;gut;6,879
Am Eiland;011;-023;U;gut;6,840
Am Eiland;012;-026;G;gut;6,800
Am Eiland;028;-030;G;gut;6,624
Am Eisenwerk;013;-013;U;normal;-4,610
Am Elisabethgehoelz;001;-001;U;normal;-6,826
Am Elisabethgehoelz;002;-006;G;normal;-6,544
Am Elisabethgehoelz;005;-007;U;normal;-6,618
Am Elisabethgehoelz;008;-012;G;normal;-6,449
Am Elisabethgehoelz;009;-011;U;normal;-6,580
Am Elisabethgehoelz;014;-016;G;normal;-6,559
Am Exerzierplatz;001;-003;U;normal;-14,835
Am Exerzierplatz;002;-012;G;normal;-13,981
Am Exerzierplatz;005;-009;U;normal;-12,548
Am Exerzierplatz;011;-013;U;normal;-11,701
Am Exerzierplatz;014;-   018c;G;normal;-11,717
Am Feenteich;001;-007;U;gut;15,194
Am Feenteich;002;-018;G;gut;20,977
Am Felde;001;-033;U;normal;-1,809
Am Felde;002;-028;G;normal;-1,849
Am Felde;035;-035;U;normal;-4,245
Am Felde;037;-037;U;normal;-4,633
Am Felde;048;-054;G;normal;-2,265
Am Felde;085;-101;U;normal;-4,061
Am Felde;132;-150;G;normal;-4,096
Am Festungsgraben;004;-006;S;normal;-8,186
Am Fleet Venbrook;001;-006;S;normal;-5,932
Am Frankenberg;002;-030;G;normal;-6,007
Am Frankenberg;003;-041;U;normal;-4,317
Am Frankenberg;043;-045;U;normal;-1,800
Am Frankenberg;049;-055;U;normal;-0,750
Am Friedhof;002;-046;G;normal;-0,821
Am Friedhof;049;-083;U;normal;-11,117
Am Friedhof;050;-092;G;normal;-11,000
Am Fuchsberg;001;-003;U;normal;-1,276
Am Fuchsberg;004;-016;G;normal;-0,951
Am Fuchsberg;011;-013;U;gut;-0,516
Am Fuchsberg;015;-025;U;gut;1,574
Am Fuchsberg;018;-022;G;gut;1,519
Am Gehegegraben;001;-007;U;normal;-3,809
Am Gehegegraben;002;-050;G;normal;-3,760
Am Gehegegraben;011;-061;U;normal;-3,660
Am Gehoeckel;002;-018;G;gut;3,847
Am Gehoeckel;003;-003;U;gut;3,788
Am Gleisdreieck;002a;-   016b;S;normal;-1,099
Am Gleise;001;-006;S;normal;-22,145
Am Gleise;008;-014;S;normal;-22,129
Am Gleise;032;-040;S;normal;-22,138
Am Gleise;041;-045;S;normal;-22,182
Am Gnadenberg;001;-031;U;gut;0,234
Am Gnadenberg;010;-026;G;gut;0,476
Am Gojenboom;023a;-   023b;U;normal;-11,868
Am Gojenboom;033a;-   039b;U;normal;-11,624
Am Gojenboom;048;-050;G;normal;-11,564
Am Gojenboom;051a;-   051b;U;normal;-11,559
Am Grenzgraben;001;-020;S;gut;3,118
Am Grossen Dahlen;002;-004;G;normal;-3,457
Am Grossen Dahlen;007;-058;S;normal;-2,415
Am Grundwasserwerk;002;-026;G;normal;-9,476
Am Grundwasserwerk;019;-033;U;normal;-9,486
Am Gueterbahnhof;001;-001;U;normal;-9,238
Am Gueterbahnhof;003;-003;U;normal;-9,251
Am Hainholzberg;002;-004;G;normal;-3,844
Am Hang;001;-015;U;gut;9,002
Am Hang;002;-016;G;gut;9,102
Am Hang;020;-028;G;gut;10,114
Am Hasenberge;001;-011;U;normal;-5,068
Am Hasenberge;002;-034;G;normal;-4,978
Am Hasenberge;013;-015;U;normal;-5,061
Am Hasenberge;017;-019;U;normal;-4,918
Am Hasenberge;031;-039;U;normal;-4,494
Am Hasenberge;045;-045;U;normal;-3,808
Am Hasenberge;047;-047;U;normal;-2,458
Am Hasenkamp;003;-035;U;normal;-2,125
Am Hasenkamp;004;-038;G;normal;-2,162
Am Heesen;001;-023;U;gut;2,515
Am Heesen;002;-006;G;gut;2,252
Am Heesen;008;-050;S;gut;2,966
Am Hegen;002;-004;G;gut;-0,432
Am Hegen;005;-007;U;gut;-0,324
Am Hegen;008;-054;G;normal;-0,963
Am Hegen;013;-045;U;gut;-0,396
Am Hegen;055;-067;U;normal;-7,790
Am Hegen;056;-072;G;normal;-8,185
Am Hegen;082a;-090;G;normal;-6,892
Am Hehsel;001;-007;U;gut;1,337
Am Hehsel;002;-006;G;gut;1,234
Am Hehsel;008;-032;G;gut;2,284
Am Hehsel;009;-039;U;gut;2,384
Am Hehsel;040;-040;G;gut;2,590
Am Hirschpark;001;-010;S;gut;5,834
Am Hirschpark;011;-012;S;gut;5,837
Am Hirschpark;013;-015;S;gut;5,775
Am Hohen Feld;001;-015;U;normal;-6,919
Am Hohen Feld;002;-020;G;normal;-5,878
Am Hohen Feld;021;-023;U;normal;-8,740
Am Hohen Feld;025;-025;U;normal;-8,104
Am Hohen Feld;028;-030;G;normal;-4,359
Am Hohen Hause;001a;-024;S;normal;-7,857
Am Hohen Knaebel;002;-044;G;normal;-3,835
Am Hohen Knaebel;003;-003;U;normal;-3,896
Am Hohen Knaebel;005a;-013;U;normal;-3,929
Am Hohen Stege;002;-006;G;normal;-11,530
Am Hohen Stege;008;-014;G;normal;-11,365
Am Hohen Stege;019;-019;U;normal;-11,560
Am Holthusenkai;001;-001;U;normal;-20,430
Am Horner Moor;001;-023;U;normal;-14,819
Am Horner Moor;002;-020;G;normal;-14,827
Am Horner Moor;024;-041;S;normal;-14,691
Am Huenenstein;002;-010;G;normal;-8,072
Am Huenenstein;003;-007;U;normal;-8,034
Am Huenenstein;011;-015;U;normal;-8,170
Am Huenenstein;014;-018;G;normal;-8,171
Am Husarendenkmal;001;-007;U;normal;-1,832
Am Husarendenkmal;002;-010;G;normal;-1,879
Am Husarendenkmal;012;-030;G;normal;-1,235
Am Husarendenkmal;013;-021;U;normal;-1,434
Am Husarendenkmal;027;-031;U;normal;-1,251
Am Husarendenkmal;035;-047;U;normal;-1,269
Am Husarendenkmal;049;-057;U;gut;0,562
Am Husarendenkmal;050;-058;G;gut;0,610
Am Huesselhus;001;-011;S;gut;0,693
Am Inselpark;003;-031;S;normal;-4,156
Am Internationalen Seegerichtshof;002;-024;G;gut;7,925
Am Irrgarten;002;-008;G;normal;-11,369
Am Isfeld;001;-017;U;gut;0,715
Am Isfeld;002;-008;G;normal;-1,235
Am Isfeld;020;-026;G;normal;-1,246
Am Jagen;001;-028;S;gut;1,081
Am Jaegerholz;001;-008;S;normal;-1,827
Am Jenfelder Bach;001;-059;U;normal;-10,932
Am Jenfelder Moor;002;-008;G;normal;-4,313
Am Jenfelder Moor;005;-009;U;normal;-3,905
Am Jenfelder Moor;010;-016;G;normal;-4,247
Am Kaiserkai;003;-067;U;gut;1,910
Am Kaiserkai;004;-056;G;gut;1,963
Am Kampmoor;001;-018;S;normal;-4,125
Am Karpfenteich;001;-061;U;gut;0,115
Am Karpfenteich;002;-026;G;gut;0,537
Am Karpfenteich;028;-066;G;gut;0,383
Am Karpfenteich;070;-076;G;gut;-0,202
Am Karpfenteich;078;-080;G;normal;-0,590
Am Kiekeberg;003;-023;U;gut;7,362
Am Kiekeberg;004;-016;G;gut;11,297
Am Kiekeberg;018;-018;G;gut;13,601
Am Kiekeberg;020;-020;G;gut;11,386
Am Kiekeberg;022;-030;G;gut;7,143
Am Kiekeberg;032;-036;G;gut;7,071
Am Kiekeberg;040;-044;G;gut;6,987
Am Klein Flottbeker Bahnhof;001;-061;U;gut;9,987
Am Kleinen Dahlen;001a;-031;U;normal;-1,392
Am Kleinen Dahlen;002;-024;G;normal;-1,416
Am Kleinen Kanal;001;-   009b;U;normal;-21,282
Am Klingenberg;001;-034;S;gut;2,836
Am Klingenberg;015a;-   015c;U;gut;4,951
Am Klingenberg;017;-017;U;gut;3,443
Am Klingenberg;021;-035;U;gut;4,782
Am Klingenberg;038;-056;G;gut;4,591
Am Klingenberg;039;-043;U;gut;4,707
Am Klingenberg;060;-066;G;gut;4,696
Am Knill;001;-   029d;U;normal;-3,984
Am Knill;002;-012;G;normal;-4,106
Am Knill;018;-022;G;normal;-3,832
Am Knill;024;-060;G;gut;0,614
Am Knill;031;-069;U;gut;0,630
Am Knill;064;-078;G;gut;0,561
Am Knill;071;-091;U;gut;0,592
Am Knill;084;-094;G;gut;0,467
Am Knill;093a;-109;U;gut;0,534
Am Knill;096;-096;G;gut;0,488
Am Knill;098;-   126c;G;gut;0,586
Am Knill;130;-140;G;gut;0,776
Am Knill;142;-154;G;normal;-7,502
Am Kraehenberg;002;-020;G;gut;5,828
Am Kraehenberg;007;-009;U;gut;6,004
Am Kraehenberg;011;-017;U;gut;6,208
Am Kraehenberg;019;-021;U;gut;6,380
Am Kraehenberg;022;-034;G;gut;6,321
Am Kraehenberg;023;-035;U;gut;6,389
Am Kraehenberg;036;-038;G;gut;6,318
Am Kratt;001a;-   033b;U;normal;-13,578
Am Kratt;004;-010;G;normal;-9,888
Am Kratt;010a;-026;G;normal;-9,008
Am Kroog;001;-009;U;gut;-0,452
Am Kroog;002;-038;G;gut;-0,275
Am Kroog;011;-031;U;gut;-0,270
Am Kroog;033;-035;U;gut;-0,221
Am Kroog;042;-046;G;gut;-0,247
Am Kuchenberg;001;-049;U;normal;-2,968
Am Kuchenberg;004;-004;G;normal;-3,838
Am Kuchenberg;008;-032;G;normal;-3,378
Am Landpflegeheim;001;-049;U;normal;-6,218
Am Landpflegeheim;002;-008;G;normal;-4,823
Am Landpflegeheim;008b;-044;G;normal;-4,933
Am Landpflegeheim;044a;-062;G;normal;-4,633
Am Langberg;001;-059;U;gut;1,747
Am Langberg;002;-038;G;gut;1,711
Am Langberg;042;-120;G;gut;2,224
Am Langberg;060;-088;G;gut;2,605
Am Langberg;061;-073;U;gut;2,164
Am Langberg;075;-097;U;gut;2,687
Am Langberg;101;-129;U;gut;2,972
Am Langdiek;001;-023;U;normal;-1,109
Am Langdiek;002;-026;G;normal;-1,029
Am Langenborn;001;-005;U;normal;-3,187
Am Langenzug;001;-010;S;gut;11,557
Am Langenzug;012;-012;G;gut;11,063
Am Langenzug;017;-022;S;gut;11,018
Am Lehmberg;001;-013;U;normal;-6,947
Am Lehmberg;002;-026;G;normal;-7,331
Am Lehmberg;015;-033;U;normal;-7,543
Am Leuchtturm;001;-031;U;gut;5,223
Am Leuchtturm;002;-026;G;gut;5,136
Am Licentiatenberg;001;-011;U;normal;-1,466
Am Licentiatenberg;023;-025;U;normal;-1,779
Am Lohsepark;010;-014;G;normal;-2,077
Am Lohsepark;016;-016;G;normal;-1,726
Am Luisenhof;001;-001;U;normal;-5,366
Am Luisenhof;003a;-019;U;normal;-4,664
Am Lustberg;004;-012;G;normal;-4,329
Am Lustberg;005;-037;U;normal;-3,985
Am Lustberg;014;-022;G;normal;-3,929
Am Maisfeld;001;-049;S;normal;-4,872
Am Mariendom;002;-005;S;normal;-5,151
Am Martensgehoelz;003;-031;U;gut;3,758
Am Martensgehoelz;004;-022;G;gut;3,438
Am Moor;002;-006;G;gut;5,583
Am Moorguertel;009;-009;U;normal;-1,253
Am Muehlenbach;001;-027;S;normal;-15,433
Am Muehlenbach;002;-022;G;normal;-13,263
Am Muehlenfeld;047;-057;U;normal;-4,930
Am Muehlenfeld;052;-052;G;normal;-5,856
Am Muehlenfeld;059;-069;U;normal;-3,862
Am Muehlenfeld;071;-087;U;normal;-3,701
Am Muehlenfeld;089;-   121g;U;normal;-3,756
Am Neugrabener Bahnhof;013;-031;S;normal;-11,147
Am Neumarkt;021a;-   021d;U;normal;-4,715
Am Neumarkt;033;-033;U;normal;-5,592
Am Neumarkt;039;-041;U;normal;-5,661
Am Neumarkt;057a;-   059e;U;normal;-5,330
Am Neumarkt;061;-063;U;normal;-5,592
Am Nobisteich;001;-001;U;normal;-12,096
Am Ochsenzoll;006;-036;G;normal;-4,042
Am Ochsenzoll;040;-152;G;normal;-3,945
Am Ochsenzoll;154;-188;G;normal;-3,857
Am Ochsenzoll;192;-206;G;normal;-5,707
Am Ohlendorffturm;001;-031;U;gut;0,177
Am Ohlendorffturm;002;-032;G;gut;0,161
Am Ohlendorffturm;035a;-   045f;U;gut;-0,180
Am Ohlendorffturm;036;-042;G;gut;-0,257
Am Ohlmoorgraben;002;-016;G;normal;-3,637
Am Oortensiek;001;-005;U;normal;-11,710
Am Oortensiek;002a;-   004c;G;normal;-11,267
Am Osdorfer Born;001;-005;U;normal;-2,966
Am Osdorfer Born;006;-014;G;normal;-2,807
Am Osdorfer Born;013;-017;U;normal;-2,824
Am Osdorfer Born;025;-031;U;normal;-2,835
Am Osdorfer Born;035;-035;U;normal;-0,659
Am Osdorfer Born;038;-110;G;normal;-1,862
Am Papenbrack;001;-011;U;normal;-4,681
Am Papenbrack;002;-048;G;normal;-4,542
Am Papenbrack;017;-059;U;normal;-4,582
Am Papenbrack;065;-067;U;normal;-4,715
Am Pavillon;001;-019;U;gut;0,602
Am Pavillon;002;-025;S;normal;-3,331
Am Pfeilshof;001;-009;U;gut;0,266
Am Pfeilshof;004;-008;G;gut;0,183
Am Pfeilshof;009a;-033;U;gut;0,755
Am Pfeilshof;010;-014;G;gut;0,787
Am Pfeilshof;035;-035;U;gut;2,859
Am Pfeilshof;035m;-   035m;U;gut;2,672
Am Pfeilshof;037;-045;U;gut;2,755
Am Pfeilshof;047;-083;U;gut;2,786
Am Pfeilshof;082;-094;G;gut;1,369
Am Pflug;001;-015;S;normal;-3,989
Am Pool;001;-041;U;normal;-10,840
Am Pool;032;-036;G;normal;-11,217
Am Pulverhof;005;-005;U;normal;-5,547
Am Pulverhof;008;-010;G;normal;-4,751
Am Pulverhof;015;-017;U;normal;-3,043
Am Pulverhof;021;-035;U;normal;-2,079
Am Pulverhof;041;-053;U;normal;-2,909
Am Pulverhof;046;-048;G;normal;-6,107
Am Pumpenkamp;001;-007;U;gut;6,410
Am Pumpenkamp;002;-010;G;gut;6,235
Am Quickborn;001;-002;S;normal;-1,070
Am Quickborn;003;-006;S;normal;-1,100
Am Quickborn;007;-008;S;normal;-1,063
Am Raakmoorgraben;007;-009;U;normal;-5,275
Am Raakmoorgraben;015;-033;U;normal;-5,269
Am Radeland;055;-055;U;normal;-12,719
Am Radeland;061;-066;S;normal;-5,667
Am Radeland;082;-084;G;normal;-3,717
Am Radeland;097;-101;S;normal;-4,215
Am Radeland;103;-109;S;normal;-4,174
Am Radeland;110;-115;S;normal;-4,204
Am Radeland;151;-151;U;normal;-8,792
Am Rathenaupark;001;-015;U;gut;-0,428
Am Rathenaupark;014;-014;G;gut;-0,042
Am Rathenaupark;016;-016;G;normal;-0,639
Am Ree;002;-064;G;normal;-0,936
Am Ree;005;-   031b;U;normal;-1,101
Am Ree;037a;-   067b;U;normal;-1,004
Am Reiherhorst;001;-029;U;normal;-4,255
Am Reiherhorst;002;-052;G;normal;-4,532
Am Reiherhorst;031;-065;U;normal;-4,713
Am Reisenbrook;003a;-   007c;U;gut;4,068
Am Reisenbrook;006a;-026;S;gut;4,551
Am Reisenbrook;019;-045;U;gut;4,854
Am Reisenbrook;047a;-   051h;U;gut;5,079
Am Rissener Bahnhof;011;-   021c;U;normal;-2,084
Am Rissener Bahnhof;016a;-018;G;normal;-1,662
Am Rotberg;001;-003;U;normal;-3,114
Am Rotberg;002;-022;G;normal;-3,214
Am Sandtorkai;056;-066;G;normal;-2,799
Am Sandtorpark;008;-014;G;normal;-4,897
Am Sandtorpark;011;-011;U;normal;-0,760
Am Scheinberg;002;-012;S;normal;-8,517
Am Schiessstand;001;-015;U;normal;-8,016
Am Schiffbeker Berg;005;-016;S;normal;-31,428
Am Schulgarten;001;-028;S;normal;-7,567
Am Schulwald;001;-059;U;normal;-1,935
Am Schulwald;002;-006;G;normal;-2,427
Am Schulwald;008;-012;G;normal;-1,748
Am Schulwald;032;-048;G;normal;-1,594
Am Soldatenfriedhof;004;-008;G;normal;-15,659
Am Sood;001;-011;U;normal;-4,488
Am Sood;002;-006;G;normal;-4,466
Am Sooren;001;-003;U;gut;0,549
Am Sooren;002;-   032b;G;gut;0,891
Am Sooren;007;-027;U;gut;1,355
Am Sooren;031a;-125;U;normal;-10,345
Am Sooren;042;-056;G;normal;-8,723
Am Sooren;060;-076;G;normal;-8,504
Am Sooren;082;-110;G;normal;-7,074
Am Sorgfeld;002;-024;G;gut;5,855
Am Sorgfeld;005;-017;U;gut;5,552
Am Sorgfeld;028;-044;G;gut;4,704
Am Spruetzmoorgraben;001;-033;S;normal;-2,653
Am Stadtrand;001;-025;U;normal;-12,263
Am Stadtrand;002;-024;G;normal;-12,491
Am Stadtrand;066;-106;G;normal;-7,362
Am Stadtrand;067;-095;U;normal;-7,521
Am Staubecken;001a;-   007f;U;normal;-3,391
Am Staubecken;002;-020;G;normal;-3,402
Am Stein;001;-104;S;gut;3,736
Am Strandkai;003;-003;U;gut;4,158
Am Stuehm-Nord;189;-201;U;gut;0,259
Am Stuehm-Nord;190;-202;G;gut;0,296
Am Stuehm-Sued;009;-021;U;normal;-4,626
Am Stuehm-Sued;016;-030;G;normal;-1,457
Am Stuehm-Sued;023;-053;U;normal;-4,346
Am Stuehm-Sued;034;-034;G;normal;-1,940
Am Stuehm-Sued;055;-079;U;normal;-4,972
Am Stuehm-Sued;072;-082;G;normal;-1,444
Am Stuehm-Sued;086;-098;G;normal;-0,800
Am Stuehm-Sued;104;-150;G;gut;-0,568
Am Stuehm-Sued;131;-143;U;gut;-0,119
Am Stuehm-Sued;152;-156;G;gut;0,162
Am Stuehm-Sued;155;-155;U;gut;0,169
Am Sumpfgraben;001a;-023;S;normal;-10,619
Am Tie;001;-017;U;normal;-2,129
Am Tie;002;-016;G;normal;-2,065
Am Tie;020;-031;S;normal;-6,809
Am Torbogen;001;-015;U;gut;0,178
Am Torbogen;002;-008;G;gut;-0,260
Am Turnplatz;001;-012;S;normal;-4,353
Am Veringhof;021;-021;U;normal;-20,107
Am Vorwerk;006;-006;G;normal;-5,044
Am Waldesrand;004;-020;G;gut;1,639
Am Waldpark;001a;-095;S;gut;8,181
Am Waldschloesschen;002;-004;G;gut;1,966
Am Waldschloesschen;019a;-037;S;gut;1,220
Am Waldschloesschen;020;-022;G;gut;1,966
Am Waldschloesschen;024;-   026c;G;gut;1,427
Am Wall;017;-017;U;normal;-14,361
Am Wasserturm;001;-014;S;normal;-10,204
Am Weidengrund;001;-034;S;gut;0,931
Am Weiher;003;-031;U;gut;2,025
Am Weiher;004;-024;G;gut;3,297
Am Weinberg;001;-   019d;U;normal;-9,108
Am Weinberg;002;-010;G;normal;-8,845
Am Weissenberge;002a;-   008b;G;normal;-5,807
Am Wesselhoeftpark;001;-004;S;gut;9,233
Am Westerpark;001;-025;S;gut;9,580
Am Ziegelteich;020;-028;G;normal;-3,953
Am Ziegelteich;032;-080;G;normal;-3,776
Am Zollhafen;001;-024;S;normal;-21,522
Amalie-Dietrich-Stieg;001;-013;S;normal;-10,107
Amalienstrasse;003;-003;U;normal;-14,157
Amalienstrasse;004;-008;G;normal;-13,962
Amalie-Schoppe-Weg;005a;-   005c;U;normal;-9,980
Amalie-Schoppe-Weg;008;-010;G;normal;-9,960
Amalie-Sieveking-Weg;002;-028;G;gut;2,940
Amalie-Sieveking-Weg;003;-011;U;gut;3,250
Amalie-Sieveking-Weg;017;-027;U;gut;2,869
Amandastrasse;022;-052;G;normal;-4,173
Amandastrasse;035;-077;U;normal;-4,416
Amandastrasse;056;-056;G;normal;-4,357
Amandastrasse;066a;-068;G;normal;-4,607
Amandastrasse;081;-081;U;normal;-4,526
Amandastrasse;083a;-   085c;U;normal;-5,049
Ambergstrasse;001;-001;U;gut;2,696
Ambergstrasse;002;-014;G;gut;2,885
Ambergstrasse;003;-003;U;gut;2,888
Ambronendamm;007;-013;U;gut;3,293
Ameisenkamp;001;-005;U;normal;-1,942
Ameisenkamp;004;-030;G;normal;-1,112
Ameisenkamp;007;-019;U;normal;-1,063
Ameisenkamp;008;-   012b;G;normal;-1,075
Ameisenkamp;021;-041;U;normal;-1,467
Ameisenkamp;036;-040;G;normal;-1,248
Ameisweg;001;-039;S;gut;0,177
Ammernweg;022;-022;G;normal;-9,959
Ammernweg;038;-056;G;normal;-9,758
Ammernweg;043;-049;U;normal;-9,098
Amrumer Knick;001;-019;U;normal;-7,893
Amrumer Knick;002;-018;G;normal;-7,880
Amselstrasse;001a;-015;U;normal;-5,578
Amselstrasse;004;-004;G;normal;-5,546
Amsinckstrasse;006;-020;G;normal;-22,986
Amtsstrasse;001;-003;U;normal;-6,395
Amtsstrasse;002;-020;G;normal;-6,304
Amtsstrasse;005;-015;U;normal;-6,347
Amtsstrasse;019;-063;U;gut;0,795
Amtsstrasse;022;-054;G;gut;0,752
Amtsstrasse;056;-090;G;normal;-0,774
Amtsstrasse;067;-083;U;gut;-0,542
Amundsenstrasse;001;-027;U;normal;-12,824
Amundsenstrasse;012a;-   014c;G;normal;-12,788
