# Wohnung Kauf from immoscout24.de on 2019-07-03-07-07
ID,Haus/Wohnung,ID,Miete/Kauf,address,balcony,builtInKitchen,city,floorplan,from,garden,lat,livingSpace,lon,numberOfRooms,postcode,price,privateOffer,quarter,title,url
112058772,Wohnung,112058772,Kauf,"Sülldorf, Hamburg",false,true,Hamburg,true,001.455647,true,,81,,3.5,22589,375000,false,Sülldorf,Ruhiges Wohnen mit Terrasse in Südausrichtung ,https://www.immobilienscout24.de/expose/112058772
112262603,Wohnung,112262603,Kauf,"Haydnstraße 11, Bahrenfeld, Hamburg",false,false,Hamburg,true,001.9255274,false,53.56741,60.47,9.90468,2,22761,435000,false,Bahrenfeld,Moderne 2-Zimmer-Wohnung mit sonniger Dachterrasse und guter Anbindung an die Hamburger City,https://www.immobilienscout24.de/expose/112262603
112262602,Wohnung,112262602,Kauf,"Haydnstraße 11, Bahrenfeld, Hamburg",false,false,Hamburg,true,001.9255274,false,53.56741,75.75,9.90468,2,22761,546000,false,Bahrenfeld,Sonnige Dachterrasse und hochwertige Ausstattung: moderne 2-Zimmer-Wohnung in Bahrenfeld,https://www.immobilienscout24.de/expose/112262602
108374061,Wohnung,108374061,Kauf,"Sophienterrasse 14, Harvestehude, Hamburg",true,false,Hamburg,true,002.01000718389,false,53.57615,257.04,9.99628,4,20149,4401000,false,Harvestehude,Herzen höher schlagen lassen: Maisonette-Penthouse mit sonniger Dachterrasse im Sophienpalais,https://www.immobilienscout24.de/expose/108374061
109383549,Wohnung,109383549,Kauf,"Sophienterrasse 14, Harvestehude, Hamburg",true,false,Hamburg,true,002.01000718389,false,53.57615,282.31,9.99628,5,20149,4238000,false,Harvestehude,Einzig aber nicht artig: Top-Roof im Sophienpalais,https://www.immobilienscout24.de/expose/109383549
112262607,Wohnung,112262607,Kauf,"Haydnstraße 11, Bahrenfeld, Hamburg",true,false,Hamburg,true,001.9255274,false,53.56741,82.49,9.90468,3,22761,575000,false,Bahrenfeld,Zentral und grün gelegen: hochwertig ausgestattete 3-Zimmer-Wohnung mit sonnigem Balkon ,https://www.immobilienscout24.de/expose/112262607
112262646,Wohnung,112262646,Kauf,"Haydnstraße 11, Bahrenfeld, Hamburg",true,false,Hamburg,true,001.9255274,false,53.56741,46.68,9.90468,2,22761,320000,false,Bahrenfeld,2-Zimmer-Wohnung mit sonniger Terrasse und privatem Garten in Hamburg-Bahrenfeld,https://www.immobilienscout24.de/expose/112262646
110543331,Wohnung,110543331,Kauf,"Winterhude, Hamburg",false,false,Hamburg,false,001.5759162,true,,210,,5,22301,2350000,false,Winterhude,Exklusiv und alsternah - mit Garten,https://www.immobilienscout24.de/expose/110543331
109523618,Wohnung,109523618,Kauf,"Diestelstraße 30, Wohldorf-Ohlstedt, Hamburg",true,false,Hamburg,true,001.9255274,false,53.68993,73.4,10.12623,2,22397,428000,false,Wohldorf-Ohlstedt,Das Flair der Walddörfer in Ihren vier Wänden - 2 Zimmer-Balkonwohnung mit idyllischem Ausblick,https://www.immobilienscout24.de/expose/109523618
109523620,Wohnung,109523620,Kauf,"Diestelstraße 30, Wohldorf-Ohlstedt, Hamburg",true,false,Hamburg,true,001.9255274,false,53.68993,208.54,10.12623,5,22397,999000,false,Wohldorf-Ohlstedt,Großzügiges Wohnen auf zwei Ebenen - Weitläufige Terrasse & großzügiger Balkon auf der Südseite,https://www.immobilienscout24.de/expose/109523620
